"Year","DHB","Population","Month","Count","PopulationInterpolated"
2016,"South Canterbury",NA,"November",18,59285
2016,"South Canterbury",NA,"December",13,59329
2016,"Southern",NA,"January",62,315790
2016,"Southern",NA,"February",48,316053
2016,"Southern",NA,"March",39,316304
2016,"Southern",NA,"April",36,316543
2016,"Southern",NA,"May",40,316767
2016,"Southern",NA,"June",29,316977
2016,"Southern",NA,"July",16,317172
2016,"Southern",NA,"August",29,317351
2016,"Southern",NA,"September",43,317512
2016,"Southern",NA,"October",50,317656
2016,"Southern",NA,"November",87,317781
2016,"Southern",NA,"December",84,317887
2017,"Northland",NA,"January",23,175744
2017,"Northland",NA,"February",19,176349
2017,"Northland",NA,"March",10,176978
2017,"Northland",NA,"April",17,177631
2017,"Northland",NA,"May",10,178308
2017,"Northland",NA,"June",10,179011
2017,"Northland",NA,"July",17,179740
2017,"Northland",NA,"August",35,180495
2017,"Northland",NA,"September",28,181276
2017,"Northland",NA,"October",26,182085
2017,"Northland",NA,"November",33,182922
2017,"Northland",NA,"December",26,183787
2017,"Waitemata",NA,"January",67,602745
2017,"Waitemata",NA,"February",59,604567
2017,"Waitemata",NA,"March",29,606426
2017,"Waitemata",NA,"April",44,608321
2017,"Waitemata",NA,"May",47,610253
2017,"Waitemata",NA,"June",45,612223
2017,"Waitemata",NA,"July",61,614231
2017,"Waitemata",NA,"August",75,616278
2017,"Waitemata",NA,"September",77,618363
2017,"Waitemata",NA,"October",69,620488
2017,"Waitemata",NA,"November",112,622653
2017,"Waitemata",NA,"December",80,624858
2017,"Auckland",NA,"January",47,528440
2017,"Auckland",NA,"February",38,530961
2017,"Auckland",NA,"March",48,533523
2017,"Auckland",NA,"April",29,536124
2017,"Auckland",NA,"May",44,538764
2017,"Auckland",NA,"June",40,541445
2017,"Auckland",NA,"July",43,544164
2017,"Auckland",NA,"August",50,546923
2017,"Auckland",NA,"September",35,549721
2017,"Auckland",NA,"October",46,552558
